i,j,nx,ny,nz
31,0,-0.025191623293990877,-0.6895608324816589,0.7237895000778993
32,0,0.025191623293990755,-0.6895608324816589,0.7237895000778993
33,0,0.07524489794872499,-0.6866370991300591,0.723095913023261
34,0,0.12432729381699416,-0.6808905730698344,0.7217553266286125
35,0,0.17185248085926666,-0.6725134650884265,0.7198557939596465
36,0,0.21731723380610082,-0.661771683303744,0.7175175670798545
37,0,0.2603200345492616,-0.6489823800791185,0.7148813537637654
38,0,0.30056884829800523,-0.6344900796964278,0.7120959950734392
39,0,0.3378790368310252,-0.6186444807151352,0.7093072415750733
40,0,0.372163651572,-0.6017821136639383,0.7066487841373238
41,0,0.40341888740722426,-0.584212933636347,0.7042360750878434
42,0,0.43170737006964294,-0.5662119451707142,0.7021629296492009
43,0,0.4571414285464176,-0.5480152670626262,0.7005005220360789
44,0,0.4798678197561431,-0.5298196845109133,0.699298203534974
45,0,0.5000547160099756,-0.5117846499211591,0.6985855374263479
46,0,0.5178812419968144,-0.49403578845086177,0.6983750130965255
47,0,0.5335294896840396,-0.47666914926269827,0.6986650168561923
48,0,0.5471787325307202,-0.45975565065240587,0.6994427613173629
49,0,0.5590014696201402,-0.4433453559471815,0.7006869859806091
50,0,0.5691609171331354,-0.42747136883350406,0.7023703291254398
51,0,0.5778095961902976,-0.4121532478851826,0.7044613337920688
52,0,0.5850887185582896,-0.3973999148572412,0.7069260916724436
53,0,0.5911281296138158,-0.3832120773080838,0.7097295528470652
54,0,0.5960466225330094,-0.3695842111531555,0.7128365413145513
55,0,0.5999524845746764,-0.35650615968801697,0.7162125203856566
