i,j,x,y,phi_x,phi_y,phi_z
76,4,76,4,0.101202,0.48172,0.870462
77,4,77,4,0.108584,0.478572,0.871308
78,4,78,4,0.115812,0.475228,0.872208
79,4,79,4,0.122879,0.471696,0.873157
80,4,80,4,0.129778,0.467986,0.874155
81,4,81,4,0.136502,0.464107,0.875198
82,4,82,4,0.143047,0.46007,0.876284
83,4,83,4,0.149407,0.455884,0.877409
84,4,84,4,0.155579,0.451559,0.878572
85,4,85,4,0.161559,0.447106,0.87977
86,4,86,4,0.167345,0.442533,0.880999
87,4,87,4,0.172933,0.437852,0.882258
88,4,88,4,0.178324,0.433072,0.883544
89,4,89,4,0.183515,0.428202,0.884853
90,4,90,4,0.188507,0.423252,0.886184
91,4,91,4,0.1933,0.418232,0.887534
92,4,92,4,0.197895,0.41315,0.888901
93,4,93,4,0.202293,0.408015,0.890282
94,4,94,4,0.206495,0.402835,0.891675
95,4,95,4,0.210504,0.397619,0.893077
96,4,96,4,0.214323,0.392375,0.894487
97,4,97,4,0.217953,0.38711,0.895903
98,4,98,4,0.221398,0.381831,0.897323
99,4,99,4,0.224661,0.376545,0.898744
100,4,100,4,0.227747,0.371259,0.900166
101,4,101,4,0.230658,0.365978,0.901586
102,4,102,4,0.2334,0.360709,0.903003
103,4,103,4,0.235975,0.355456,0.904415
104,4,104,4,0.238389,0.350225,0.905822
105,4,105,4,0.240645,0.345021,0.907221
106,4,106,4,0.242749,0.339848,0.908612
107,4,107,4,0.244704,0.33471,0.909994
108,4,108,4,0.246516,0.329611,0.911365
109,4,109,4,0.248189,0.324555,0.912725
110,4,110,4,0.249727,0.319544,0.914072
111,4,111,4,0.251136,0.314581,0.915407
112,4,112,4,0.252419,0.309669,0.916728
113,4,113,4,0.253582,0.304811,0.918034
114,4,114,4,0.254629,0.300008,0.919326
115,4,115,4,0.255563,0.295262,0.920602
116,4,116,4,0.256391,0.290576,0.921862
117,4,117,4,0.257115,0.28595,0.923106
118,4,118,4,0.25774,0.281386,0.924333
119,4,119,4,0.258271,0.276885,0.925544
120,4,120,4,0.258711,0.272448,0.926737
121,4,121,4,0.259064,0.268075,0.927913
122,4,122,4,0.259334,0.263767,0.929071
123,4,123,4,0.259524,0.259524,0.930212
124,4,124,4,0.259639,0.255348,0.931335
125,4,125,4,0.259682,0.251237,0.93244
126,4,126,4,0.259656,0.247192,0.933528
127,4,127,4,0.259564,0.243214,0.934598
0,5,0,5,-0.263537,0.242786,0.933597
1,5,1,5,-0.263696,0.246819,0.932494
2,5,2,5,-0.263789,0.250922,0.931372
3,5,3,5,-0.263814,0.255093,0.930231
4,5,4,5,-0.263767,0.259334,0.929071
5,5,5,5,-0.263643,0.263643,0.927892
6,5,6,5,-0.26344,0.268022,0.926695
7,5,7,5,-0.263154,0.272469,0.925478
8,5,8,5,-0.26278,0.276985,0.924244
9,5,9,5,-0.262315,0.281567,0.92299
10,5,10,5,-0.261754,0.286217,0.921719
11,5,11,5,-0.261093,0.290932,0.920429
12,5,12,5,-0.260327,0.295711,0.919122
13,5,13,5,-0.259453,0.300554,0.917797
14,5,14,5,-0.258465,0.305458,0.916456
15,5,15,5,-0.257358,0.310422,0.915098
16,5,16,5,-0.256129,0.315444,0.913725
17,5,17,5,-0.254773,0.320521,0.912336
18,5,18,5,-0.253283,0.32565,0.910933
19,5,19,5,-0.251657,0.33083,0.909517
20,5,20,5,-0.249888,0.336056,0.908087
21,5,21,5,-0.247972,0.341326,0.906646
22,5,22,5,-0.245903,0.346635,0.905194
23,5,23,5,-0.243678,0.351979,0.903732
24,5,24,5,-0.24129,0.357354,0.902262
25,5,25,5,-0.238737,0.362756,0.900785
26,5,26,5,-0.236011,0.368178,0.899302
27,5,27,5,-0.23311,0.373615,0.897815
28,5,28,5,-0.230029,0.379062,0.896325
29,5,29,5,-0.226764,0.384513,0.894834
30,5,30,5,-0.22331,0.389959,0.893344
31,5,31,5,-0.219664,0.395396,0.891858
32,5,32,5,-0.215823,0.400814,0.890376
33,5,33,5,-0.211783,0.406206,0.888901
34,5,34,5,-0.207541,0.411564,0.887435
35,5,35,5,-0.203095,0.41688,0.885982
36,5,36,5,-0.198444,0.422145,0.884542
37,5,37,5,-0.193585,0.427348,0.883118
38,5,38,5,-0.188518,0.432482,0.881714
39,5,39,5,-0.183242,0.437537,0.880332
40,5,40,5,-0.177757,0.442501,0.878974
41,5,41,5,-0.172064,0.447365,0.877644
42,5,42,5,-0.166164,0.452119,0.876343
43,5,43,5,-0.160059,0.456752,0.875076
44,5,44,5,-0.153751,0.461254,0.873845
45,5,45,5,-0.147245,0.465614,0.872653
46,5,46,5,-0.140545,0.469821,0.871502
47,5,47,5,-0.133654,0.473864,0.870396
48,5,48,5,-0.126579,0.477734,0.869338
49,5,49,5,-0.119326,0.48142,0.86833
50,5,50,5,-0.111903,0.484911,0.867375
51,5,51,5,-0.104316,0.488199,0.866475
52,5,52,5,-0.0965753,0.491274,0.865634
53,5,53,5,-0.0886895,0.494127,0.864854
54,5,54,5,-0.0806687,0.496749,0.864137
55,5,55,5,-0.0725237,0.499133,0.863485
56,5,56,5,-0.0642656,0.501272,0.8629
57,5,57,5,-0.0559065,0.503158,0.862384
58,5,58,5,-0.0474585,0.504786,0.861939
59,5,59,5,-0.0389347,0.506151,0.861565
60,5,60,5,-0.0303482,0.507248,0.861265
61,5,61,5,-0.0217126,0.508074,0.861039
62,5,62,5,-0.0130417,0.508627,0.860888
63,5,63,5,-0.0043496,0.508903,0.860813
64,5,64,5,0.0043496,0.508903,0.860813
65,5,65,5,0.0130417,0.508627,0.860888
66,5,66,5,0.0217126,0.508074,0.861039
67,5,67,5,0.0303482,0.507248,0.861265
68,5,68,5,0.0389347,0.506151,0.861565
69,5,69,5,0.0474585,0.504786,0.861939
70,5,70,5,0.0559065,0.503158,0.862384
71,5,71,5,0.0642656,0.501272,0.8629
72,5,72,5,0.0725237,0.499133,0.863485
73,5,73,5,0.0806687,0.496749,0.864137
74,5,74,5,0.0886895,0.494127,0.864854
75,5,75,5,0.0965753,0.491274,0.865634
76,5,76,5,0.104316,0.488199,0.866475
77,5,77,5,0.111903,0.484911,0.867375
78,5,78,5,0.119326,0.48142,0.86833
79,5,79,5,0.126579,0.477734,0.869338
80,5,80,5,0.133654,0.473864,0.870396
81,5,81,5,0.140545,0.469821,0.871502
82,5,82,5,0.147245,0.465614,0.872653
83,5,83,5,0.153751,0.461254,0.873845
84,5,84,5,0.160059,0.456752,0.875076
85,5,85,5,0.166164,0.452119,0.876343
86,5,86,5,0.172064,0.447365,0.877644
87,5,87,5,0.177757,0.442501,0.878974
88,5,88,5,0.183242,0.437537,0.880332
89,5,89,5,0.188518,0.432482,0.881714
90,5,90,5,0.193585,0.427348,0.883118
91,5,91,5,0.198444,0.422145,0.884542
92,5,92,5,0.203095,0.41688,0.885982
93,5,93,5,0.207541,0.411564,0.887435
94,5,94,5,0.211783,0.406206,0.888901
95,5,95,5,0.215823,0.400814,0.890376
96,5,96,5,0.219664,0.395396,0.891858
97,5,97,5,0.22331,0.389959,0.893344
98,5,98,5,0.226764,0.384513,0.894834
99,5,99,5,0.230029,0.379062,0.896325
100,5,100,5,0.23311,0.373615,0.897815
101,5,101,5,0.236011,0.368178,0.899302
102,5,102,5,0.238737,0.362756,0.900785
103,5,103,5,0.24129,0.357354,0.902262
104,5,104,5,0.243678,0.351979,0.903732
105,5,105,5,0.245903,0.346635,0.905194
106,5,106,5,0.247972,0.341326,0.906646
107,5,107,5,0.249888,0.336056,0.908087
108,5,108,5,0.251657,0.33083,0.909517
109,5,109,5,0.253283,0.32565,0.910933
110,5,110,5,0.254773,0.320521,0.912336
111,5,111,5,0.256129,0.315444,0.913725
112,5,112,5,0.257358,0.310422,0.915098
113,5,113,5,0.258465,0.305458,0.916456
114,5,114,5,0.259453,0.300554,0.917797
115,5,115,5,0.260327,0.295711,0.919122
116,5,116,5,0.261093,0.290932,0.920429
117,5,117,5,0.261754,0.286217,0.921719
118,5,118,5,0.262315,0.281567,0.92299
119,5,119,5,0.26278,0.276985,0.924244
120,5,120,5,0.263154,0.272469,0.925478
121,5,121,5,0.26344,0.268022,0.926695
122,5,122,5,0.263643,0.263643,0.927892
123,5,123,5,0.263767,0.259334,0.929071
124,5,124,5,0.263814,0.255093,0.930231
125,5,125,5,0.263789,0.250922,0.931372
126,5,126,5,0.263696,0.246819,0.932494
127,5,127,5,0.263537,0.242786,0.933597
0,6,0,6,-0.267562,0.242281,0.932583
1,6,1,6,-0.267791,0.246368,0.931445
2,6,2,6,-0.267956,0.250528,0.930288
3,6,3,6,-0.268051,0.254759,0.92911
4,6,4,6,-0.268075,0.259064,0.927913
5,6,5,6,-0.268022,0.26344,0.926695
6,6,6,6,-0.26789,0.26789,0.925457
7,6,7,6,-0.267673,0.272411,0.924199
8,6,8,6,-0.267369,0.277004,0.922921
9,6,9,6,-0.266973,0.281669,0.921623
10,6,10,6,-0.26648,0.286404,0.920305
11,6,11,6,-0.265886,0.291208,0.918968
12,6,12,6,-0.265186,0.296082,0.917612
13,6,13,6,-0.264376,0.301022,0.916237
14,6,14,6,-0.263451,0.306029,0.914844
15,6,15,6,-0.262406,0.3111,0.913433
16,6,16,6,-0.261236,0.316233,0.912005
17,6,17,6,-0.259935,0.321425,0.91056
18,6,18,6,-0.2585,0.326676,0.909099
19,6,19,6,-0.256924,0.33198,0.907623
20,6,20,6,-0.255202,0.337336,0.906133
21,6,21,6,-0.25333,0.34274,0.904629
22,6,22,6,-0.251301,0.348188,0.903113
23,6,23,6,-0.249111,0.353676,0.901586
24,6,24,6,-0.246755,0.3592,0.900049
25,6,25,6,-0.244226,0.364754,0.898503
26,6,26,6,-0.241522,0.370333,0.896951
27,6,27,6,-0.238635,0.375932,0.895393
28,6,28,6,-0.235562,0.381545,0.893831
29,6,29,6,-0.232299,0.387165,0.892267
30,6,30,6,-0.22884,0.392785,0.890703
31,6,31,6,-0.225181,0.398398,0.889141
32,6,32,6,-0.22132,0.403996,0.887584
33,6,33,6,-0.217251,0.409572,0.886032
34,6,34,6,-0.212972,0.415116,0.88449
35,6,35,6,-0.208481,0.420619,0.882958
36,6,36,6,-0.203774,0.426074,0.88144
37,6,37,6,-0.198851,0.431469,0.879939
38,6,38,6,-0.193709,0.436795,0.878457
39,6,39,6,-0.188348,0.442042,0.876997
40,6,40,6,-0.182768,0.447199,0.875562
41,6,41,6,-0.176969,0.452255,0.874155
42,6,42,6,-0.170953,0.4572,0.872779
43,6,43,6,-0.164721,0.462021,0.871438
44,6,44,6,-0.158275,0.466709,0.870133
45,6,45,6,-0.15162,0.471251,0.868869
46,6,46,6,-0.144759,0.475637,0.867649
47,6,47,6,-0.137697,0.479854,0.866475
48,6,48,6,-0.13044,0.483892,0.865352
49,6,49,6,-0.122995,0.48774,0.864281
50,6,50,6,-0.115369,0.491387,0.863266
51,6,51,6,-0.10757,0.494823,0.86231
52,6,52,6,-0.0996075,0.498038,0.861416
53,6,53,6,-0.0914908,0.501021,0.860585
54,6,54,6,-0.0832307,0.503765,0.859822
55,6,55,6,-0.0748384,0.506259,0.859128
56,6,56,6,-0.0663258,0.508498,0.858505
57,6,57,6,-0.0577056,0.510473,0.857955
58,6,58,6,-0.048991,0.512178,0.857481
59,6,59,6,-0.0401954,0.513608,0.857083
60,6,60,6,-0.0313331,0.514757,0.856763
61,6,61,6,-0.0224184,0.515623,0.856522
62,6,62,6,-0.0134661,0.516201,0.856361
63,6,63,6,-0.00449123,0.516491,0.856281
64,6,64,6,0.00449123,0.516491,0.856281
65,6,65,6,0.0134661,0.516201,0.856361
66,6,66,6,0.0224184,0.515623,0.856522
67,6,67,6,0.0313331,0.514757,0.856763
68,6,68,6,0.0401954,0.513608,0.857083
69,6,69,6,0.048991,0.512178,0.857481
70,6,70,6,0.0577056,0.510473,0.857955
71,6,71,6,0.0663258,0.508498,0.858505
72,6,72,6,0.0748384,0.506259,0.859128
73,6,73,6,0.0832307,0.503765,0.859822
74,6,74,6,0.0914908,0.501021,0.860585
75,6,75,6,0.0996075,0.498038,0.861416
76,6,76,6,0.10757,0.494823,0.86231
77,6,77,6,0.115369,0.491387,0.863266
78,6,78,6,0.122995,0.48774,0.864281
79,6,79,6,0.13044,0.483892,0.865352
80,6,80,6,0.137697,0.479854,0.866475
81,6,81,6,0.144759,0.475637,0.867649
82,6,82,6,0.15162,0.471251,0.868869
83,6,83,6,0.158275,0.466709,0.870133
84,6,84,6,0.164721,0.462021,0.871438
85,6,85,6,0.170953,0.4572,0.872779
86,6,86,6,0.176969,0.452255,0.874155
87,6,87,6,0.182768,0.447199,0.875562
88,6,88,6,0.188348,0.442042,0.876997
89,6,89,6,0.193709,0.436795,0.878457
90,6,90,6,0.198851,0.431469,0.879939
91,6,91,6,0.203774,0.426074,0.88144
92,6,92,6,0.208481,0.420619,0.882958
93,6,93,6,0.212972,0.415116,0.88449
94,6,94,6,0.217251,0.409572,0.886032
95,6,95,6,0.22132,0.403996,0.887584
96,6,96,6,0.225181,0.398398,0.889141
97,6,97,6,0.22884,0.392785,0.890703
98,6,98,6,0.232299,0.387165,0.892267
99,6,99,6,0.235562,0.381545,0.893831
100,6,100,6,0.238635,0.375932,0.895393
101,6,101,6,0.241522,0.370333,0.896951
102,6,102,6,0.244226,0.364754,0.898503
103,6,103,6,0.246755,0.3592,0.900049
104,6,104,6,0.249111,0.353676,0.901586
105,6,105,6,0.251301,0.348188,0.903113
106,6,106,6,0.25333,0.34274,0.904629
107,6,107,6,0.255202,0.337336,0.906133
108,6,108,6,0.256924,0.33198,0.907623
109,6,109,6,0.2585,0.326676,0.909099
110,6,110,6,0.259935,0.321425,0.91056
111,6,111,6,0.261236,0.316233,0.912005
112,6,112,6,0.262406,0.3111,0.913433
113,6,113,6,0.263451,0.306029,0.914844
114,6,114,6,0.264376,0.301022,0.916237
115,6,115,6,0.265186,0.296082,0.917612
116,6,116,6,0.265886,0.291208,0.918968
117,6,117,6,0.26648,0.286404,0.920305
118,6,118,6,0.266973,0.281669,0.921623
119,6,119,6,0.267369,0.277004,0.922921
120,6,120,6,0.267673,0.272411,0.924199
121,6,121,6,0.26789,0.26789,0.925457
122,6,122,6,0.268022,0.26344,0.926695
123,6,123,6,0.268075,0.259064,0.927913
124,6,124,6,0.268051,0.254759,0.92911
125,6,125,6,0.267956,0.250528,0.930288
126,6,126,6,0.267791,0.246368,0.931445
127,6,127,6,0.267562,0.242281,0.932583
0,7,0,7,-0.27164,0.241695,0.931555
1,7,1,7,-0.271942,0.245836,0.930383
2,7,2,7,-0.27218,0.250052,0.929189
3,7,3,7,-0.27235,0.254343,0.927974
4,7,4,7,-0.272448,0.258711,0.926737
5,7,5,7,-0.272469,0.263154,0.925478
6,7,6,7,-0.272411,0.267673,0.924199
7,7,7,7,-0.272269,0.272269,0.922897
8,7,8,7,-0.272038,0.27694,0.921575
9,7,9,7,-0.271715,0.281686,0.920231
10,7,10,7,-0.271294,0.286507,0.918865
11,7,11,7,-0.270771,0.291401,0.917479
12,7,12,7,-0.270142,0.296369,0.916072
13,7,13,7,-0.269401,0.301409,0.914645
14,7,14,7,-0.268543,0.306519,0.913198
15,7,15,7,-0.267563,0.311697,0.911732
16,7,16,7,-0.266456,0.316943,0.910246
17,7,17,7,-0.265217,0.322253,0.908743
18,7,18,7,-0.26384,0.327625,0.907221
19,7,19,7,-0.262319,0.333057,0.905683
20,7,20,7,-0.26065,0.338545,0.904129
21,7,21,7,-0.258826,0.344086,0.90256
22,7,22,7,-0.256842,0.349676,0.900977
23,7,23,7,-0.254692,0.355311,0.899381
24,7,24,7,-0.252371,0.360986,0.897774
25,7,25,7,-0.249873,0.366697,0.896157
26,7,26,7,-0.247193,0.372438,0.894531
27,7,27,7,-0.244326,0.378203,0.892898
28,7,28,7,-0.241266,0.383986,0.89126
29,7,29,7,-0.238008,0.389781,0.889619
30,7,30,7,-0.234548,0.39558,0.887977
31,7,31,7,-0.23088,0.401376,0.886336
32,7,32,7,-0.227001,0.407161,0.884698
33,7,33,7,-0.222907,0.412927,0.883065
34,7,34,7,-0.218594,0.418664,0.88144
35,7,35,7,-0.214059,0.424363,0.879826
36,7,36,7,-0.2093,0.430015,0.878226
37,7,37,7,-0.204313,0.43561,0.876641
38,7,38,7,-0.199097,0.441137,0.875076
39,7,39,7,-0.193652,0.446585,0.873533
40,7,40,7,-0.187977,0.451944,0.872016
41,7,41,7,-0.182071,0.457201,0.870527
42,7,42,7,-0.175937,0.462345,0.86907
43,7,43,7,-0.169575,0.467365,0.867649
44,7,44,7,-0.162988,0.472248,0.866266
45,7,45,7,-0.15618,0.476982,0.864925
46,7,46,7,-0.149154,0.481555,0.86363
47,7,47,7,-0.141916,0.485956,0.862384
48,7,48,7,-0.134472,0.490172,0.86119
49,7,49,7,-0.126828,0.494192,0.860052
50,7,50,7,-0.118992,0.498003,0.858973
51,7,51,7,-0.110972,0.501595,0.857955
52,7,52,7,-0.102779,0.504957,0.857003
53,7,53,7,-0.0944218,0.508079,0.856119
54,7,54,7,-0.0859121,0.510951,0.855306
55,7,55,7,-0.0772618,0.513563,0.854566
56,7,56,7,-0.0684834,0.515908,0.853902
57,7,57,7,-0.0595903,0.517977,0.853316
58,7,58,7,-0.0505965,0.519764,0.85281
59,7,59,7,-0.0415165,0.521263,0.852386
60,7,60,7,-0.0323653,0.522468,0.852045
61,7,61,7,-0.0231582,0.523375,0.851788
62,7,62,7,-0.013911,0.523982,0.851616
63,7,63,7,-0.0046397,0.524286,0.85153
64,7,64,7,0.0046397,0.524286,0.85153
65,7,65,7,0.013911,0.523982,0.851616
66,7,66,7,0.0231582,0.523375,0.851788
67,7,67,7,0.0323653,0.522468,0.852045
68,7,68,7,0.0415165,0.521263,0.852386
69,7,69,7,0.0505965,0.519764,0.85281
70,7,70,7,0.0595903,0.517977,0.853316
71,7,71,7,0.0684834,0.515908,0.853902
72,7,72,7,0.0772618,0.513563,0.854566
73,7,73,7,0.0859121,0.510951,0.855306
74,7,74,7,0.0944218,0.508079,0.856119
75,7,75,7,0.102779,0.504957,0.857003
76,7,76,7,0.110972,0.501595,0.857955
77,7,77,7,0.118992,0.498003,0.858973
78,7,78,7,0.126828,0.494192,0.860052
79,7,79,7,0.134472,0.490172,0.86119
80,7,80,7,0.141916,0.485956,0.862384
81,7,81,7,0.149154,0.481555,0.86363
82,7,82,7,0.15618,0.476982,0.864925
83,7,83,7,0.162988,0.472248,0.866266
84,7,84,7,0.169575,0.467365,0.867649
85,7,85,7,0.175937,0.462345,0.86907
86,7,86,7,0.182071,0.457201,0.870527
87,7,87,7,0.187977,0.451944,0.872016
88,7,88,7,0.193652,0.446585,0.873533
89,7,89,7,0.199097,0.441137,0.875076
90,7,90,7,0.204313,0.43561,0.876641
91,7,91,7,0.2093,0.430015,0.878226
92,7,92,7,0.214059,0.424363,0.879826
93,7,93,7,0.218594,0.418664,0.88144
94,7,94,7,0.222907,0.412927,0.883065
95,7,95,7,0.227001,0.407161,0.884698
96,7,96,7,0.23088,0.401376,0.886336
97,7,97,7,0.234548,0.39558,0.887977
98,7,98,7,0.238008,0.389781,0.889619
99,7,99,7,0.241266,0.383986,0.89126
100,7,100,7,0.244326,0.378203,0.892898
101,7,101,7,0.247193,0.372438,0.894531
102,7,102,7,0.249873,0.366697,0.896157
103,7,103,7,0.252371,0.360986,0.897774
104,7,104,7,0.254692,0.355311,0.899381
105,7,105,7,0.256842,0.349676,0.900977
106,7,106,7,0.258826,0.344086,0.90256
107,7,107,7,0.26065,0.338545,0.904129
108,7,108,7,0.262319,0.333057,0.905683
109,7,109,7,0.26384,0.327625,0.907221
110,7,110,7,0.265217,0.322253,0.908743
111,7,111,7,0.266456,0.316943,0.910246
112,7,112,7,0.267563,0.311697,0.911732
113,7,113,7,0.268543,0.306519,0.913198
114,7,114,7,0.269401,0.301409,0.914645
115,7,115,7,0.270142,0.296369,0.916072
116,7,116,7,0.270771,0.291401,0.917479
117,7,117,7,0.271294,0.286507,0.918865
118,7,118,7,0.271715,0.281686,0.920231
119,7,119,7,0.272038,0.27694,0.921575
120,7,120,7,0.272269,0.272269,0.922897
121,7,121,7,0.272411,0.267673,0.924199
122,7,122,7,0.272469,0.263154,0.925478
123,7,123,7,0.272448,0.258711,0.926737
124,7,124,7,0.27235,0.254343,0.927974
125,7,125,7,0.27218,0.250052,0.929189
126,7,126,7,0.271942,0.245836,0.930383
127,7,127,7,0.27164,0.241695,0.931555
0,8,0,8,-0.275768,0.241026,0.930515
1,8,1,8,-0.276148,0.245219,0.929306
2,8,2,8,-0.276463,0.249491,0.928075
3,8,3,8,-0.27671,0.253841,0.926821
4,8,4,8,-0.276885,0.258271,0.925544
5,8,5,8,-0.276985,0.26278,0.924244
6,8,6,8,-0.277004,0.267369,0.922921
7,8,7,8,-0.27694,0.272038,0.921575
8,8,8,8,-0.276786,0.276786,0.920206
9,8,9,8,-0.27654,0.281614,0.918814
10,8,10,8,-0.276196,0.286521,0.917399
11,8,11,8,-0.275749,0.291506,0.915962
12,8,12,8,-0.275194,0.296568,0.914503
13,8,13,8,-0.274526,0.301707,0.913021
14,8,14,8,-0.273741,0.306921,0.911518
15,8,15,8,-0.272831,0.312209,0.909994
16,8,16,8,-0.271793,0.317568,0.908449
17,8,17,8,-0.270619,0.322997,0.906884
18,8,18,8,-0.269305,0.328493,0.905299
19,8,19,8,-0.267845,0.334054,0.903696
20,8,20,8,-0.266233,0.339677,0.902075
21,8,21,8,-0.264463,0.345357,0.900438
22,8,22,8,-0.262528,0.351092,0.898784
23,8,23,8,-0.260424,0.356877,0.897116
24,8,24,8,-0.258144,0.362708,0.895436
25,8,25,8,-0.255681,0.368579,0.893743
26,8,26,8,-0.253031,0.374486,0.89204
27,8,27,8,-0.250187,0.380422,0.890329
28,8,28,8,-0.247145,0.386381,0.888611
29,8,29,8,-0.243897,0.392356,0.886888
30,8,30,8,-0.24044,0.39834,0.885163
31,8,31,8,-0.236767,0.404326,0.883438
32,8,32,8,-0.232875,0.410304,0.881714
33,8,33,8,-0.228759,0.416266,0.879995
34,8,34,8,-0.224415,0.422204,0.878284
35,8,35,8,-0.219838,0.428107,0.876582
36,8,36,8,-0.215027,0.433965,0.874893
37,8,37,8,-0.209979,0.439767,0.87322
38,8,38,8,-0.204691,0.445504,0.871567
39,8,39,8,-0.199162,0.451162,0.869935
40,8,40,8,-0.193391,0.456731,0.86833
41,8,41,8,-0.187378,0.462199,0.866753
42,8,42,8,-0.181124,0.467553,0.86521
43,8,43,8,-0.174631,0.472781,0.863703
44,8,44,8,-0.1679,0.477869,0.862236
45,8,45,8,-0.160935,0.482805,0.860813
46,8,46,8,-0.153741,0.487577,0.859437
47,8,47,8,-0.146321,0.492171,0.858113
48,8,48,8,-0.138683,0.496575,0.856843
49,8,49,8,-0.130833,0.500775,0.855632
50,8,50,8,-0.12278,0.504761,0.854483
51,8,51,8,-0.114531,0.508518,0.8534
52,8,52,8,-0.106098,0.512037,0.852386
53,8,53,8,-0.0974902,0.515305,0.851443
54,8,54,8,-0.0887203,0.518313,0.850576
55,8,55,8,-0.0798005,0.52105,0.849787
56,8,56,8,-0.0707443,0.523508,0.849079
57,8,57,8,-0.0615658,0.525677,0.848453
58,8,58,8,-0.0522798,0.527551,0.847913
59,8,59,8,-0.0429018,0.529123,0.84746
60,8,60,8,-0.0334478,0.530387,0.847096
61,8,61,8,-0.0239342,0.531339,0.846821
62,8,62,8,-0.0143777,0.531975,0.846638
63,8,63,8,-0.00479544,0.532294,0.846546
64,8,64,8,0.00479544,0.532294,0.846546
65,8,65,8,0.0143777,0.531975,0.846638
66,8,66,8,0.0239342,0.531339,0.846821
67,8,67,8,0.0334478,0.530387,0.847096
68,8,68,8,0.0429018,0.529123,0.84746
69,8,69,8,0.0522798,0.527551,0.847913
70,8,70,8,0.0615658,0.525677,0.848453
71,8,71,8,0.0707443,0.523508,0.849079
72,8,72,8,0.0798005,0.52105,0.849787
73,8,73,8,0.0887203,0.518313,0.850576
74,8,74,8,0.0974902,0.515305,0.851443
75,8,75,8,0.106098,0.512037,0.852386
76,8,76,8,0.114531,0.508518,0.8534
77,8,77,8,0.12278,0.504761,0.854483
78,8,78,8,0.130833,0.500775,0.855632
79,8,79,8,0.138683,0.496575,0.856843
80,8,80,8,0.146321,0.492171,0.858113
81,8,81,8,0.153741,0.487577,0.859437
82,8,82,8,0.160935,0.482805,0.860813
83,8,83,8,0.1679,0.477869,0.862236
84,8,84,8,0.174631,0.472781,0.863703
85,8,85,8,0.181124,0.467553,0.86521
86,8,86,8,0.187378,0.462199,0.866753
87,8,87,8,0.193391,0.456731,0.86833
88,8,88,8,0.199162,0.451162,0.869935
89,8,89,8,0.204691,0.445504,0.871567
90,8,90,8,0.209979,0.439767,0.87322
91,8,91,8,0.215027,0.433965,0.874893
92,8,92,8,0.219838,0.428107,0.876582
93,8,93,8,0.224415,0.422204,0.878284
94,8,94,8,0.228759,0.416266,0.879995
95,8,95,8,0.232875,0.410304,0.881714
96,8,96,8,0.236767,0.404326,0.883438
97,8,97,8,0.24044,0.39834,0.885163
98,8,98,8,0.243897,0.392356,0.886888
99,8,99,8,0.247145,0.386381,0.888611
100,8,100,8,0.250187,0.380422,0.890329
101,8,101,8,0.253031,0.374486,0.89204
102,8,102,8,0.255681,0.368579,0.893743
103,8,103,8,0.258144,0.362708,0.895436
104,8,104,8,0.260424,0.356877,0.897116
105,8,105,8,0.262528,0.351092,0.898784
106,8,106,8,0.264463,0.345357,0.900438
107,8,107,8,0.266233,0.339677,0.902075
108,8,108,8,0.267845,0.334054,0.903696
109,8,109,8,0.269305,0.328493,0.905299
110,8,110,8,0.270619,0.322997,0.906884
111,8,111,8,0.271793,0.317568,0.908449
112,8,112,8,0.272831,0.312209,0.909994
113,8,113,8,0.273741,0.306921,0.911518
114,8,114,8,0.274526,0.301707,0.913021
115,8,115,8,0.275194,0.296568,0.914503
116,8,116,8,0.275749,0.291506,0.915962
117,8,117,8,0.276196,0.286521,0.917399
118,8,118,8,0.27654,0.281614,0.918814
119,8,119,8,0.276786,0.276786,0.920206
120,8,120,8,0.27694,0.272038,0.921575
121,8,121,8,0.277004,0.267369,0.922921
122,8,122,8,0.276985,0.26278,0.924244
123,8,123,8,0.276885,0.258271,0.925544
124,8,124,8,0.27671,0.253841,0.926821
125,8,125,8,0.276463,0.249491,0.928075
126,8,126,8,0.276148,0.245219,0.929306
127,8,127,8,0.275768,0.241026,0.930515
0,9,0,9,-0.279948,0.24027,0.929462
1,9,1,9,-0.280407,0.244515,0.928216
2,9,2,9,-0.280802,0.248841,0.926946
3,9,3,9,-0.28113,0.253249,0.925652
4,9,4,9,-0.281386,0.25774,0.924333
5,9,5,9,-0.281567,0.262315,0.92299
6,9,6,9,-0.281669,0.266973,0.921623
7,9,7,9,-0.281686,0.271715,0.920231
8,9,8,9,-0.281614,0.27654,0.918814
9,9,9,9,-0.281449,0.281449,0.917373
10,9,10,9,-0.281186,0.286442,0.915907
11,9,11,9,-0.280819,0.291517,0.914417
12,9,12,9,-0.280344,0.296674,0.912903
13,9,13,9,-0.279754,0.301913,0.911365
14,9,14,9,-0.279045,0.307232,0.909804
15,9,15,9,-0.278211,0.312629,0.908219
16,9,16,9,-0.277246,0.318103,0.906612
17,9,17,9,-0.276144,0.323652,0.904983
18,9,18,9,-0.274899,0.329274,0.903332
19,9,19,9,-0.273504,0.334966,0.901661
20,9,20,9,-0.271955,0.340725,0.899971
21,9,21,9,-0.270243,0.346547,0.898261
22,9,22,9,-0.268364,0.35243,0.896534
23,9,23,9,-0.26631,0.358368,0.894791
24,9,24,9,-0.264076,0.364358,0.893032
25,9,25,9,-0.261654,0.370394,0.89126
26,9,26,9,-0.259039,0.376471,0.889477
